country,Year,Area,Sex,Record Type,Reliability,Source Year,Value,Value Footnotes
Costa Rica,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,3630938,27
Costa Rica,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,3592070,28
Costa Rica,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,3551728,29
Costa Rica,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,3512683,30
Costa Rica,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3469802,31
Costa Rica,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3427548,31
Costa Rica,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3384925,31
Costa Rica,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,3130871,
Costa Rica,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3343241,31
Costa Rica,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3304248,"31,32"
Costa Rica,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,2722273,33
Costa Rica,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,2671667,33
Côte d'Ivoire,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,12678659,34
Côte d'Ivoire,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,12262643,34
Côte d'Ivoire,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,11830560,34
Côte d'Ivoire,2014,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2016,10881387,
Côte d'Ivoire,2014,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2016,11408513,
Côte d'Ivoire,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,11444572,34
Croatia,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,2368506,
Cuba,2018,Urban,Both Sexes,Estimate - de jure,Provisional figure,2019,8637568,
Cuba,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,8642753.5,
Cuba,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,8644181,
Cuba,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,8639190.5,
Cuba,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,8625144,
Cuba,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,8596991,
Cuba,2012,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,8575189,
Cuba,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,8494128,
Cuba,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,8409543,
Cuba,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,8416524,
Cuba,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,8420630,
Cuba,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,8426393,
Cyprus,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,566191,35
Czechia,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,7753337,
Czechia,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,7731256,
Czechia,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,7742524,
Czechia,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,7725090,
Czechia,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,7764428,
Czechia,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,7702624,
Czechia,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,7693352,
Czechia,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,7679501,
Czechia,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,7696228,
Czechia,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,7683793,
Czechia,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2012,7684940,
Czechia,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,7650450,
Djibouti,2009,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2014,577933,
Dominican Republic,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,8314335,
Dominican Republic,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,8163504,
Dominican Republic,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,8011084,
Dominican Republic,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,7854203,
Dominican Republic,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,7691885,
Dominican Republic,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,7524149,
Dominican Republic,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,7348975,
Dominican Republic,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,7172502,
Dominican Republic,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,7013575,
Dominican Republic,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,6992189,
Dominican Republic,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,6788782,
Dominican Republic,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,6594497,
Ecuador,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,10857208,"36,37"
Ecuador,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,10682148,"36,37"
Ecuador,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,10505180,"36,37"
Ecuador,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,10326384,"36,37"
Ecuador,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,10145875,"36,37"
Ecuador,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,9963884,"36,37"
Ecuador,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,9780650,"36,37"
Ecuador,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,9596628,"36,37"
Ecuador,2010,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2012,9090786,
Ecuador,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,9412612,"36,37"
Ecuador,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,9236112,"36,37"
Ecuador,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,9064267,"36,37"
Egypt,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,41398653,
Egypt,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,40432110,
Egypt,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,38895815,
Egypt,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,37999018,
Egypt,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,37098131,
Egypt,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,36213473,
Egypt,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,35372982,
Egypt,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,34495468,
Egypt,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,33804181,
Egypt,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2011,33082770,
Egypt,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2012,32248476,
El Salvador,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,4678816,38
El Salvador,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,4590491,38
El Salvador,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,4502693,38
El Salvador,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,4156007,38
El Salvador,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,4086880,38
El Salvador,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,4019742,38
El Salvador,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,3954803.11322983,38
El Salvador,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2009,3890523,38
El Salvador,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2009,3828004,38
Equatorial Guinea,2015,Urban,Both Sexes,Census - de facto - complete tabulation,Provisional figure,2016,863313,
Eritrea,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2019,1164507.9388965,39
Eritrea,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,1138400.68806045,39
Eritrea,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,1112353.62576799,39
Eritrea,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,1086414.69332234,39
Eritrea,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,1060584.83360985,39
Eritrea,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,1034874.4493651,39
Eritrea,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,1009341.55666406,39
Eritrea,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,984049.302549547,39
Eritrea,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,959076.11291321,39
Eritrea,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,934509.671293157,39
Eritrea,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,910435.164571081,39
Estonia,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,914850,40
Estonia,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,912157,40
Estonia,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,899283,40
Estonia,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,900266,"8,40"
Estonia,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,901249,40
Estonia,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,899288,40
Estonia,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,897327,
Estonia,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,897901,
Estonia,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,898476,
Estonia,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,900071,
Estonia,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,902743,
Estonia,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,879157,
Estonia,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,903066,
Estonia,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,904365,
Estonia,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,907675,
Estonia,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,911285,
Eswatini,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,271873,
Eswatini,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,266230,
Eswatini,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,261028,
Eswatini,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,255986,
Eswatini,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,251122,
Eswatini,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,246441,
Eswatini,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,241947,
Eswatini,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,237641,
Eswatini,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,233504,
Eswatini,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2013,229516,
Ethiopia,2018,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2018,20057000,41
Ethiopia,2017,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2017,19161490,41
Ethiopia,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,18327000,41
Ethiopia,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,17521000,41
Ethiopia,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,16734000,41
Ethiopia,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,15979000,41
Ethiopia,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,15246000,41
Ethiopia,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,14589000,41
Ethiopia,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,13931000,41
Ethiopia,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,13318000,41
Ethiopia,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,12716000,41
Faeroe Islands,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,19600,
Faeroe Islands,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,19241,
Faeroe Islands,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,18964,
Faeroe Islands,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,18663,
Faeroe Islands,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,18373,
Faeroe Islands,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,18220,
Faeroe Islands,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,18033,
Faeroe Islands,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,18110,
Faeroe Islands,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,18131,
Faeroe Islands,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,18001,
Faeroe Islands,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,17707,
Fiji,2017,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2018,494252,
Fiji,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2011,446000,
Fiji,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2014,426931,
Finland,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,3904835,"2,42"
Finland,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,3880554.5,"2,42"
Finland,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,3849115.5,"2,42"
Finland,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3762906,"2,42"
Finland,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3732928,"2,42"
Finland,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3701923,"2,42"
Finland,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3671777,"2,42"
Finland,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2011,3662915,
Finland,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3643170,"2,42"
Finland,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3615933,"2,42"
Finland,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,3586744,"2,42"
France,2015,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2018,49781175.0002207,
France,2010,Urban,Both Sexes,Census - de jure - sample tabulation,"Final figure, complete",2014,48387303,43
French Guiana,2015,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2018,224631.000000007,
French Guiana,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,201042,
French Guiana,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,201042,
Gabon,2013,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2016,1577646,
Georgia,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,2128500,44
Georgia,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,2125700,44
Georgia,2014,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2016,2122623,
Georgia,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2012,2381500,
Georgia,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2011,2360900,
Georgia,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2011,2332700,
Georgia,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, complete",2009,2306500,
Germany,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,64444232,
Ghana,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,13817894,36
Ghana,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,13764931,36
Ghana,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,13451714,36
Ghana,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,13144879,36
Ghana,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2015,12844745,36
Ghana,2010,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2013,12545229,
Ghana,2009,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2009,10243312,
Greece,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2014,8285259,
Greenland,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2019,48568,2
Greenland,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,48527,2
Greenland,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,48447,2
Greenland,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,48284,2
Greenland,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,48232,2
Greenland,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,48221,2
Greenland,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,48224,2
Greenland,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2012,48045,2
Greenland,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2011,47646,2
Greenland,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2011,47230,2
Greenland,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2008,47102.5,2
Guadeloupe,2015,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2018,391983.999999825,
Guadeloupe,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2014,397070,45
Guam,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2013,149918,
Guinea,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,4260887,"4,46"
Guinea,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,4111607,"4,46"
Guinea,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,3966389,"4,46"
Guinea,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,3825273,"4,46"
Guinea,2014,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2016,3657122,
Guinea,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,3684996,4
Guinea,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2009,2851219,9
Guinea-Bissau,2016,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,659138,9
Guinea-Bissau,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,645283,9
Guinea-Bissau,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,631938,9
Guinea-Bissau,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,619166,9
Guinea-Bissau,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,606976,9
Guinea-Bissau,2011,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,595358,9
Guinea-Bissau,2010,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,584228,9
Haiti,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2013,5154940,47
Haiti,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2011,4817666,47
Honduras,2013,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2015,4480745.98831,
Hungary,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,6896039,48
Hungary,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,6916273.5,48
Hungary,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,6937836,48
Hungary,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,6950391,48
Hungary,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,6864756.5,
Hungary,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,6877231,
Hungary,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2013,6903858,
Hungary,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2012,6945872.5,
Hungary,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2011,6953070.5,
Hungary,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2010,6861432,
Hungary,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2009,6810173,
Hungary,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2009,6810173,
Iceland,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,321287.5,49
Iceland,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,314122.5,49
Iceland,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2016,309868,49
Iceland,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2015,306632.5,49
Iceland,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2014,303135.5,49
Iceland,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2013,300236.5,49
Iceland,2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2017,295874,49
Iceland,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2017,300395,49
Iceland,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2011,297432,49
Iceland,2009,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2010,298890,49
Iceland,2008,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2009,298024,49
India,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2014,377106125,50
India,2008,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2008,338356000,"50,51"
Indonesia,2018,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,145541658,52
Indonesia,2017,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,142318766,52
Indonesia,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,139103578,52
Indonesia,2015,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,135901402,52
Indonesia,2014,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2016,132387038,53
Indonesia,2013,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2016,128964283,53
Indonesia,2012,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2016,125558071,53
Indonesia,2011,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2016,122164186,53
Indonesia,2010,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,118320256,
Indonesia,2010,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2016,118803981,53
Iran (Islamic Republic of),2018,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,61329440,54
Iran (Islamic Republic of),2017,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2018,60281499,54
Iran (Islamic Republic of),2016,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2017,59146847,55
Iran (Islamic Republic of),2016,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2019,59226231,54
Iran (Islamic Republic of),2015,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2015,57326841,54
Iran (Islamic Republic of),2014,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2014,56412837,54
Iran (Islamic Republic of),2013,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2014,55506192,"40,54"
Iran (Islamic Republic of),2012,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2014,54611776,"40,54"
Iran (Islamic Republic of),2011,Urban,Both Sexes,Census - de jure - complete tabulation,"Final figure, complete",2012,53646661,
Iran (Islamic Republic of),2010,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2011,51242546,54
Iran (Islamic Republic of),2009,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2011,50365184,54
Iran (Islamic Republic of),2008,Urban,Both Sexes,Estimate - de jure,"Final figure, incomplete/questionable reliability",2011,49576146,54
Iraq,2015,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,25631821,
Iraq,2014,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2016,24896261,
Iraq,2013,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,24162633.7590335,
Iraq,2012,Urban,Both Sexes,Estimate - de facto,"Final figure, incomplete/questionable reliability",2014,23475543.1062577,
Ireland,2016,Urban,Both Sexes,Estimate - de jure,"Final figure, complete",2018,2967748,48
Ireland,2011,Urban,Both Sexes,Census - de facto - complete tabulation,"Final figure, complete",2012,2846882,
