country,Year,Area,Sex,Religion,Record Type,Reliability,Source Year,Value,Value Footnotes
British Virgin Islands,2010,Total,Both Sexes,Evangelical,Census - de facto - complete tabulation,"Final figure, complete",2016,184,
British Virgin Islands,2010,Total,Both Sexes,Hindu,Census - de facto - complete tabulation,"Final figure, complete",2016,528,
British Virgin Islands,2010,Total,Both Sexes,Jehovah Witness,Census - de facto - complete tabulation,"Final figure, complete",2016,693,
British Virgin Islands,2010,Total,Both Sexes,Judaism,Census - de facto - complete tabulation,"Final figure, complete",2016,11,
British Virgin Islands,2010,Total,Both Sexes,Methodist,Census - de facto - complete tabulation,"Final figure, complete",2016,4941,
British Virgin Islands,2010,Total,Both Sexes,Moravian,Census - de facto - complete tabulation,"Final figure, complete",2016,92,
British Virgin Islands,2010,Total,Both Sexes,Mormon,Census - de facto - complete tabulation,"Final figure, complete",2016,75,
British Virgin Islands,2010,Total,Both Sexes,Muslim,Census - de facto - complete tabulation,"Final figure, complete",2016,255,
British Virgin Islands,2010,Total,Both Sexes,Pentecostal,Census - de facto - complete tabulation,"Final figure, complete",2016,2292,
British Virgin Islands,2010,Total,Both Sexes,Presbyterian,Census - de facto - complete tabulation,"Final figure, complete",2016,68,
British Virgin Islands,2010,Total,Both Sexes,Rastafarian,Census - de facto - complete tabulation,"Final figure, complete",2016,179,
British Virgin Islands,2010,Total,Both Sexes,Roman Catholic,Census - de facto - complete tabulation,"Final figure, complete",2016,2492,
British Virgin Islands,2010,Total,Both Sexes,Seventh Day Adventist,Census - de facto - complete tabulation,"Final figure, complete",2016,2523,
British Virgin Islands,2010,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2016,1153,
British Virgin Islands,2010,Total,Both Sexes,No Religion,Census - de facto - complete tabulation,"Final figure, complete",2016,2230,
British Virgin Islands,2010,Total,Both Sexes,Not Stated,Census - de facto - complete tabulation,"Final figure, complete",2016,683,
British Virgin Islands,2010,Total,Both Sexes,New Testament Church of God,Census - de facto - complete tabulation,"Final figure, complete",2016,1924,
Brunei Darussalam,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2015,393372,
Brunei Darussalam,2011,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2015,30814,
Brunei Darussalam,2011,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2015,34176,
Brunei Darussalam,2011,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2015,309962,
Brunei Darussalam,2011,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2015,18420,
Bulgaria,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,7364570,
Bulgaria,2011,Total,Both Sexes,Armeno-Gregorian,Census - de jure - complete tabulation,"Final figure, complete",2012,1715,
Bulgaria,2011,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2012,48945,
Bulgaria,2011,Total,Both Sexes,Eastern Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2012,4374135,
Bulgaria,2011,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2012,577139,
Bulgaria,2011,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2012,64476,
Bulgaria,2011,Total,Both Sexes,Yiddish,Census - de jure - complete tabulation,"Final figure, complete",2012,706,
Bulgaria,2011,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2012,9023,
Bulgaria,2011,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2012,272264,
Bulgaria,2011,Total,Both Sexes,Not Specified,Census - de jure - complete tabulation,"Final figure, complete",2012,409898,
Bulgaria,2011,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,1606269,
Burundi,2008,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,8053574,
Burundi,2008,Total,Both Sexes,Adventist,Census - de jure - complete tabulation,"Final figure, complete",2009,185361,
Burundi,2008,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2009,4941833,
Burundi,2008,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2009,200509,
Burundi,2008,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2009,1722039,
Burundi,2008,Total,Both Sexes,Traditional,Census - de jure - complete tabulation,"Final figure, complete",2009,2747,
Burundi,2008,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2009,494533,
Burundi,2008,Total,Both Sexes,Jehovah's Witnesses,Census - de jure - complete tabulation,"Final figure, complete",2009,25454,
Burundi,2008,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,491098,
Cambodia,2008,Total,Both Sexes,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,13395682,
Cambodia,2008,Total,Both Sexes,Buddhist,Census - de facto - complete tabulation,"Final figure, complete",2009,12984523,
Cambodia,2008,Total,Both Sexes,Christian,Census - de facto - complete tabulation,"Final figure, complete",2009,50056,
Cambodia,2008,Total,Both Sexes,Islam ,Census - de facto - complete tabulation,"Final figure, complete",2009,257022,
Cambodia,2008,Total,Both Sexes,Other,Census - de facto - complete tabulation,"Final figure, complete",2009,104081,
Canada,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,32852325,
Canada,2011,Total,Both Sexes,Aboriginal spirituality,Census - de jure - complete tabulation,"Final figure, complete",2013,64940,
Canada,2011,Total,Both Sexes,Adventist,Census - de jure - complete tabulation,"Final figure, complete",2013,66940,
Canada,2011,Total,Both Sexes,Agnostic,Census - de jure - complete tabulation,"Final figure, complete",2013,36280,
Canada,2011,Total,Both Sexes,Anglican,Census - de jure - complete tabulation,"Final figure, complete",2013,1631845,
Canada,2011,Total,Both Sexes,Antiochian Orthodox Christian,Census - de jure - complete tabulation,"Final figure, complete",2013,1220,
Canada,2011,Total,Both Sexes,Armenian Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2013,13730,
Canada,2011,Total,Both Sexes,Associated Gospel,Census - de jure - complete tabulation,"Final figure, complete",2013,5700,
Canada,2011,Total,Both Sexes,Atheist,Census - de jure - complete tabulation,"Final figure, complete",2013,48675,
Canada,2011,Total,Both Sexes,Baha'i,Census - de jure - complete tabulation,"Final figure, complete",2013,18945,
Canada,2011,Total,Both Sexes,Baptist,Census - de jure - complete tabulation,"Final figure, complete",2013,635840,
Canada,2011,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2013,366830,
Canada,2011,Total,Both Sexes,Charismatic Renewal,Census - de jure - complete tabulation,"Final figure, complete",2013,1960,
Canada,2011,Total,Both Sexes,Christadelphian,Census - de jure - complete tabulation,"Final figure, complete",2013,3000,
Canada,2011,Total,Both Sexes,Christian Congregational,Census - de jure - complete tabulation,"Final figure, complete",2013,2510,
Canada,2011,Total,Both Sexes,Christian and Mission Alliance,Census - de jure - complete tabulation,"Final figure, complete",2013,50720,
Canada,2011,Total,Both Sexes,Christian or Plymouth Brethren,Census - de jure - complete tabulation,"Final figure, complete",2013,5370,
Canada,2011,Total,Both Sexes,Christian Reformed Church,Census - de jure - complete tabulation,"Final figure, complete",2013,65395,
Canada,2011,Total,Both Sexes,Church of Christ,Census - de jure - complete tabulation,"Final figure, complete",2013,15815,
Canada,2011,Total,Both Sexes,Church of Jesus Christ of Latter-day Saints,Census - de jure - complete tabulation,"Final figure, complete",2013,105365,
Canada,2011,Total,Both Sexes,Church of God,Census - de jure - complete tabulation,"Final figure, complete",2013,7290,
Canada,2011,Total,Both Sexes,Church of Nazarene,Census - de jure - complete tabulation,"Final figure, complete",2013,9015,
Canada,2011,Total,Both Sexes,Coptic Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2013,16255,
Canada,2011,Total,Both Sexes,Doukhobors,Census - de jure - complete tabulation,"Final figure, complete",2013,2290,
Canada,2011,Total,Both Sexes,Dutch Reformed,Census - de jure - complete tabulation,"Final figure, complete",2013,4355,
Canada,2011,Total,Both Sexes,Evangelical,Census - de jure - complete tabulation,"Final figure, complete",2013,92650,
Canada,2011,Total,Both Sexes,Evangelical Free Church,Census - de jure - complete tabulation,"Final figure, complete",2013,6545,
Canada,2011,Total,Both Sexes,Evangelical Missionary Church,Census - de jure - complete tabulation,"Final figure, complete",2013,7820,
Canada,2011,Total,Both Sexes,Free Methodists,Census - de jure - complete tabulation,"Final figure, complete",2013,10555,
Canada,2011,Total,Both Sexes,Gnostic,Census - de jure - complete tabulation,"Final figure, complete",2013,870,
Canada,2011,Total,Both Sexes,Greek Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2013,220255,
Canada,2011,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2013,497960,
Canada,2011,Total,Both Sexes,Humanist,Census - de jure - complete tabulation,"Final figure, complete",2013,3450,
Canada,2011,Total,Both Sexes,Interdenominational,Census - de jure - complete tabulation,"Final figure, complete",2013,1815,
Canada,2011,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2013,1053945,
Canada,2011,Total,Both Sexes,Jains,Census - de jure - complete tabulation,"Final figure, complete",2013,3320,
Canada,2011,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2013,137780,
Canada,2011,Total,Both Sexes,Jewish,Census - de jure - complete tabulation,"Final figure, complete",2013,329500,
Canada,2011,Total,Both Sexes,Lutheran,Census - de jure - complete tabulation,"Final figure, complete",2013,478180,
Canada,2011,Total,Both Sexes,Mennonite,Census - de jure - complete tabulation,"Final figure, complete",2013,179195,
Canada,2011,Total,Both Sexes,Methodist,Census - de jure - complete tabulation,"Final figure, complete",2013,22750,
Canada,2011,Total,Both Sexes,Mission de l'Esprit Saint,Census - de jure - complete tabulation,"Final figure, complete",2013,520,
Canada,2011,Total,Both Sexes,Moravian,Census - de jure - complete tabulation,"Final figure, complete",2013,5020,
Canada,2011,Total,Both Sexes,New Age,Census - de jure - complete tabulation,"Final figure, complete",2013,2225,
Canada,2011,Total,Both Sexes,New Apostolic,Census - de jure - complete tabulation,"Final figure, complete",2013,5220,
Canada,2011,Total,Both Sexes,Non-denominational,Census - de jure - complete tabulation,"Final figure, complete",2013,43595,
Canada,2011,Total,Both Sexes,Pagan,Census - de jure - complete tabulation,"Final figure, complete",2013,15270,
Canada,2011,Total,Both Sexes,Pentecostal,Census - de jure - complete tabulation,"Final figure, complete",2013,478705,
Canada,2011,Total,Both Sexes,Presbyterian,Census - de jure - complete tabulation,"Final figure, complete",2013,472385,
Canada,2011,Total,Both Sexes,Protestant nfd,Census - de jure - complete tabulation,"Final figure, complete",2013,550965,
Canada,2011,Total,Both Sexes,Quakers,Census - de jure - complete tabulation,"Final figure, complete",2013,2725,
Canada,2011,Total,Both Sexes,Rastafarian,Census - de jure - complete tabulation,"Final figure, complete",2013,1060,
Canada,2011,Total,Both Sexes,Reorganized Church of Latter-day Saints,Census - de jure - complete tabulation,"Final figure, complete",2013,3300,
Canada,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2013,12728880,
Canada,2011,Total,Both Sexes,Romanian Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2013,7085,
Canada,2011,Total,Both Sexes,Russian Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2013,25245,
Canada,2011,Total,Both Sexes,Salvation Army,Census - de jure - complete tabulation,"Final figure, complete",2013,70955,
Canada,2011,Total,Both Sexes,Satanist,Census - de jure - complete tabulation,"Final figure, complete",2013,1050,
Canada,2011,Total,Both Sexes,Scientology,Census - de jure - complete tabulation,"Final figure, complete",2013,1745,
Canada,2011,Total,Both Sexes,Serbian Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2013,22780,
Canada,2011,Total,Both Sexes,Shinto,Census - de jure - complete tabulation,"Final figure, complete",2013,915,
Canada,2011,Total,Both Sexes,Sikh,Census - de jure - complete tabulation,"Final figure, complete",2013,454960,
Canada,2011,Total,Both Sexes,Spiritualist,Census - de jure - complete tabulation,"Final figure, complete",2013,4315,
Canada,2011,Total,Both Sexes,Swedenborgian (New Church),Census - de jure - complete tabulation,"Final figure, complete",2013,840,
Canada,2011,Total,Both Sexes,Taoist,Census - de jure - complete tabulation,"Final figure, complete",2013,3625,
Canada,2011,Total,Both Sexes,Ukrainian Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2013,23845,
Canada,2011,Total,Both Sexes,Unitarian,Census - de jure - complete tabulation,"Final figure, complete",2013,15125,
Canada,2011,Total,Both Sexes,United Church,Census - de jure - complete tabulation,"Final figure, complete",2013,2007610,
Canada,2011,Total,Both Sexes,Unity-New Thought-Pantheist,Census - de jure - complete tabulation,"Final figure, complete",2013,2565,
Canada,2011,Total,Both Sexes,Vineyard Christian Fellowship,Census - de jure - complete tabulation,"Final figure, complete",2013,1585,
Canada,2011,Total,Both Sexes,Wesleyan,Census - de jure - complete tabulation,"Final figure, complete",2013,13290,
Canada,2011,Total,Both Sexes,Worldwide Church of God,Census - de jure - complete tabulation,"Final figure, complete",2013,600,
Canada,2011,Total,Both Sexes,Zoroastrian,Census - de jure - complete tabulation,"Final figure, complete",2013,6130,
Canada,2011,Total,Both Sexes,Other Catholic,Census - de jure - complete tabulation,"Final figure, complete",2013,28865,
Canada,2011,Total,Both Sexes,Other Christians,Census - de jure - complete tabulation,"Final figure, complete",2013,6145,
Canada,2011,Total,Both Sexes,Other Orthodox Churches,Census - de jure - complete tabulation,"Final figure, complete",2013,220270,
Canada,2011,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2013,53685,
Canada,2011,Total,Both Sexes,Other Reformed Church,Census - de jure - complete tabulation,"Final figure, complete",2013,22965,
Canada,2011,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2013,7762200,
Canada,2011,Total,Both Sexes,Ukrainian Catholic,Census - de jure - complete tabulation,"Final figure, complete",2013,51790,
Canada,2011,Total,Both Sexes,Apostolic Christian Church,Census - de jure - complete tabulation,"Final figure, complete",2013,1600,
Canada,2011,Total,Both Sexes,Brethren in Christ,Census - de jure - complete tabulation,"Final figure, complete",2013,18110,
Canada,2011,Total,Both Sexes,"Christians, n.i.e.",Census - de jure - complete tabulation,"Final figure, complete",2013,1475565,
Canada,2011,Total,Both Sexes,Canadian Reformed Church,Census - de jure - complete tabulation,"Final figure, complete",2013,10120,
Cayman Islands,2010,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,55036,7
Cayman Islands,2010,Total,Both Sexes,Anglican,Census - de jure - complete tabulation,"Final figure, complete",2012,2251.722789,7
Cayman Islands,2010,Total,Both Sexes,Baptist,Census - de jure - complete tabulation,"Final figure, complete",2012,4541.234896,7
Cayman Islands,2010,Total,Both Sexes,Church of God,Census - de jure - complete tabulation,"Final figure, complete",2012,12459.704805,7
Cayman Islands,2010,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2012,613.3797966,7
Cayman Islands,2010,Total,Both Sexes,Non-denominational,Census - de jure - complete tabulation,"Final figure, complete",2012,2907.586049,7
Cayman Islands,2010,Total,Both Sexes,Pentecostal,Census - de jure - complete tabulation,"Final figure, complete",2012,3916.072764,7
Cayman Islands,2010,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2012,7745.359712,7
Cayman Islands,2010,Total,Both Sexes,Seventh Day Adventist,Census - de jure - complete tabulation,"Final figure, complete",2012,5171.455055,7
Cayman Islands,2010,Total,Both Sexes,Wesleyan,Census - de jure - complete tabulation,"Final figure, complete",2012,1335.1893369,7
Cayman Islands,2010,Total,Both Sexes,Other,Census - de jure - complete tabulation,"Final figure, complete",2012,3892.200345,7
Cayman Islands,2010,Total,Both Sexes,Not Stated,Census - de jure - complete tabulation,"Final figure, complete",2012,335.4878946,7
Cayman Islands,2010,Total,Both Sexes,None,Census - de jure - complete tabulation,"Final figure, complete",2012,5116.343729,7
Cayman Islands,2010,Total,Both Sexes,Presbyterian and Reformed,Census - de jure - complete tabulation,"Final figure, complete",2012,4750.262838,7
Cook Islands,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2014,14974,8
Cook Islands,2011,Total,Both Sexes,Apostolic,Census - de jure - complete tabulation,"Final figure, complete",2014,310,8
Cook Islands,2011,Total,Both Sexes,Assembly of God,Census - de jure - complete tabulation,"Final figure, complete",2014,557,8
Cook Islands,2011,Total,Both Sexes,Latter Day Saints,Census - de jure - complete tabulation,"Final figure, complete",2014,656,8
Cook Islands,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2014,2540,8
Cook Islands,2011,Total,Both Sexes,Seventh Day Adventist,Census - de jure - complete tabulation,"Final figure, complete",2014,1190,8
Cook Islands,2011,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2014,1201,8
Cook Islands,2011,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2014,841,8
Cook Islands,2011,Total,Both Sexes,Cook Islands Christian Church,Census - de jure - complete tabulation,"Final figure, complete",2014,7356,8
Cook Islands,2011,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2014,323,8
Côte d'Ivoire,2014,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,22671331,
Côte d'Ivoire,2014,Total,Both Sexes,Animist,Census - de jure - complete tabulation,"Final figure, complete",2016,808719,
Côte d'Ivoire,2014,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2016,3851434,
Côte d'Ivoire,2014,Total,Both Sexes,Evangelical,Census - de jure - complete tabulation,"Final figure, complete",2016,2647178,
Côte d'Ivoire,2014,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2016,9618121,
Côte d'Ivoire,2014,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2016,383900,
Côte d'Ivoire,2014,Total,Both Sexes,Other Christians,Census - de jure - complete tabulation,"Final figure, complete",2016,503349,
Côte d'Ivoire,2014,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2016,4289895,
Côte d'Ivoire,2014,Total,Both Sexes,Celestial,Census - de jure - complete tabulation,"Final figure, complete",2016,99582,
Côte d'Ivoire,2014,Total,Both Sexes,Other Religions and Persuasions,Census - de jure - complete tabulation,"Final figure, complete",2016,117761,
Côte d'Ivoire,2014,Total,Both Sexes,Harriste,Census - de jure - complete tabulation,"Final figure, complete",2016,116950,
Côte d'Ivoire,2014,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,234442,
Croatia,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2014,4284889,
Croatia,2011,Total,Both Sexes,Agnostic,Census - de jure - complete tabulation,"Final figure, complete",2014,32518,
Croatia,2011,Total,Both Sexes,Atheist,Census - de jure - complete tabulation,"Final figure, complete",2014,163375,
Croatia,2011,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2014,3697143,
Croatia,2011,Total,Both Sexes,Jewish,Census - de jure - complete tabulation,"Final figure, complete",2014,536,
Croatia,2011,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2014,62977,
Croatia,2011,Total,Both Sexes,Oriental,Census - de jure - complete tabulation,"Final figure, complete",2014,2550,
Croatia,2011,Total,Both Sexes,Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2014,190143,
Croatia,2011,Total,Both Sexes,Protestant,Census - de jure - complete tabulation,"Final figure, complete",2014,14653,
Croatia,2011,Total,Both Sexes,Other Christians,Census - de jure - complete tabulation,"Final figure, complete",2014,12961,
Croatia,2011,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2014,2555,
Croatia,2011,Total,Both Sexes,Not Declared,Census - de jure - complete tabulation,"Final figure, complete",2014,93018,
Croatia,2011,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2014,12460,
Czechia,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,10436560,
Czechia,2011,Total,Both Sexes,Atheist,Census - de jure - complete tabulation,"Final figure, complete",2012,1058,
Czechia,2011,Total,Both Sexes,Brethren,Census - de jure - complete tabulation,"Final figure, complete",2012,10865,
Czechia,2011,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2012,9883,
Czechia,2011,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2012,9377,
Czechia,2011,Total,Both Sexes,Czechoslovak Hussite Church,Census - de jure - complete tabulation,"Final figure, complete",2012,39229,
Czechia,2011,Total,Both Sexes,Evangelical,Census - de jure - complete tabulation,"Final figure, complete",2012,51858,
Czechia,2011,Total,Both Sexes,Old Catholic Church,Census - de jure - complete tabulation,"Final figure, complete",2012,1730,
Czechia,2011,Total,Both Sexes,Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2012,20533,
Czechia,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2012,1082463,
Czechia,2011,Total,Both Sexes,Seventh Day Adventist,Census - de jure - complete tabulation,"Final figure, complete",2012,7391,
Czechia,2011,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2012,209028,
Czechia,2011,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2012,3604095,
Czechia,2011,Total,Both Sexes,Not Specified,Census - de jure - complete tabulation,"Final figure, complete",2012,705368,
Czechia,2011,Total,Both Sexes,Jehovah's Witnesses,Census - de jure - complete tabulation,"Final figure, complete",2012,13069,
Czechia,2011,Total,Both Sexes,Silesian Evangelical Church,Census - de jure - complete tabulation,"Final figure, complete",2012,8158,
Czechia,2011,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2012,4662455,
Estonia,2011,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,1094564,9
Estonia,2011,Total,Both Sexes,Adventist,Census - de jure - complete tabulation,"Final figure, complete",2013,1194,9
Estonia,2011,Total,Both Sexes,Apostolic,Census - de jure - complete tabulation,"Final figure, complete",2013,341,9
Estonia,2011,Total,Both Sexes,Baptist,Census - de jure - complete tabulation,"Final figure, complete",2013,4507,9
Estonia,2011,Total,Both Sexes,Buddhist,Census - de jure - complete tabulation,"Final figure, complete",2013,1145,9
Estonia,2011,Total,Both Sexes,Hare Rama Hare Krishna,Census - de jure - complete tabulation,"Final figure, complete",2013,121,9
Estonia,2011,Total,Both Sexes,Hindu,Census - de jure - complete tabulation,"Final figure, complete",2013,142,9
Estonia,2011,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2013,3938,9
Estonia,2011,Total,Both Sexes,Judaism,Census - de jure - complete tabulation,"Final figure, complete",2013,355,9
Estonia,2011,Total,Both Sexes,Lutheran,Census - de jure - complete tabulation,"Final figure, complete",2013,108513,9
Estonia,2011,Total,Both Sexes,Methodist,Census - de jure - complete tabulation,"Final figure, complete",2013,1098,9
Estonia,2011,Total,Both Sexes,Mormon,Census - de jure - complete tabulation,"Final figure, complete",2013,185,9
Estonia,2011,Total,Both Sexes,Muslim,Census - de jure - complete tabulation,"Final figure, complete",2013,1508,9
Estonia,2011,Total,Both Sexes,New Age,Census - de jure - complete tabulation,"Final figure, complete",2013,272,9
Estonia,2011,Total,Both Sexes,Old Believers,Census - de jure - complete tabulation,"Final figure, complete",2013,2605,9
Estonia,2011,Total,Both Sexes,Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2013,176773,9
Estonia,2011,Total,Both Sexes,Pagan,Census - de jure - complete tabulation,"Final figure, complete",2013,341,9
Estonia,2011,Total,Both Sexes,Pentecostal,Census - de jure - complete tabulation,"Final figure, complete",2013,1855,9
Estonia,2011,Total,Both Sexes,Roman Catholic,Census - de jure - complete tabulation,"Final figure, complete",2013,4501,9
Estonia,2011,Total,Both Sexes,Satanist,Census - de jure - complete tabulation,"Final figure, complete",2013,120,9
Estonia,2011,Total,Both Sexes,Spiritualist,Census - de jure - complete tabulation,"Final figure, complete",2013,100,9
Estonia,2011,Total,Both Sexes,Taoist,Census - de jure - complete tabulation,"Final figure, complete",2013,144,9
Estonia,2011,Total,Both Sexes,Other Christians,Census - de jure - complete tabulation,"Final figure, complete",2013,1899,9
Estonia,2011,Total,Both Sexes,Other Religions,Census - de jure - complete tabulation,"Final figure, complete",2013,1228,9
Estonia,2011,Total,Both Sexes,Refused to answer,Census - de jure - complete tabulation,"Final figure, complete",2013,157216,9
Estonia,2011,Total,Both Sexes,No Religion,Census - de jure - complete tabulation,"Final figure, complete",2013,592588,9
Estonia,2011,Total,Both Sexes,Not Specified,Census - de jure - complete tabulation,"Final figure, complete",2013,1804,9
Estonia,2011,Total,Both Sexes,Church of Charismatic Fellowship,Census - de jure - complete tabulation,"Final figure, complete",2013,99,9
Estonia,2011,Total,Both Sexes,Church of Christian Fellowship,Census - de jure - complete tabulation,"Final figure, complete",2013,269,9
Estonia,2011,Total,Both Sexes,Estonian Ancient Belief,Census - de jure - complete tabulation,"Final figure, complete",2013,291,9
Estonia,2011,Total,Both Sexes,Russian Catholic Orthodox Church,Census - de jure - complete tabulation,"Final figure, complete",2013,160,9
Estonia,2011,Total,Both Sexes,Ukrainian Greek-Catholic Church,Census - de jure - complete tabulation,"Final figure, complete",2013,124,9
Estonia,2011,Total,Both Sexes,Charismatic Episcopal Church,Census - de jure - complete tabulation,"Final figure, complete",2013,79,9
Estonia,2011,Total,Both Sexes,Taara or Earth Believer,Census - de jure - complete tabulation,"Final figure, complete",2013,2972,9
Estonia,2011,Total,Both Sexes,Christian Free Congregations,Census - de jure - complete tabulation,"Final figure, complete",2013,2189,9
Estonia,2011,Total,Both Sexes,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2013,23888,9
Finland,2010,Total,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2011,5375276,
Finland,2010,Total,Both Sexes,Adventist,Census - de jure - complete tabulation,"Final figure, complete",2011,3648,
Finland,2010,Total,Both Sexes,Baha'i,Census - de jure - complete tabulation,"Final figure, complete",2011,568,
Finland,2010,Total,Both Sexes,Baptist,Census - de jure - complete tabulation,"Final figure, complete",2011,2356,
Finland,2010,Total,Both Sexes,Catholic,Census - de jure - complete tabulation,"Final figure, complete",2011,10640,
Finland,2010,Total,Both Sexes,Christian,Census - de jure - complete tabulation,"Final figure, complete",2011,10,
Finland,2010,Total,Both Sexes,Free Church in Finland,Census - de jure - complete tabulation,"Final figure, complete",2011,14485,
Finland,2010,Total,Both Sexes,Islam ,Census - de jure - complete tabulation,"Final figure, complete",2011,9393,
Finland,2010,Total,Both Sexes,Jehovah Witness,Census - de jure - complete tabulation,"Final figure, complete",2011,19094,
Finland,2010,Total,Both Sexes,Jewish,Census - de jure - complete tabulation,"Final figure, complete",2011,1208,
Finland,2010,Total,Both Sexes,Latter Day Saints,Census - de jure - complete tabulation,"Final figure, complete",2011,3225,
Finland,2010,Total,Both Sexes,Lutheran,Census - de jure - complete tabulation,"Final figure, complete",2011,4207192,
Finland,2010,Total,Both Sexes,Methodist,Census - de jure - complete tabulation,"Final figure, complete",2011,1301,
Finland,2010,Total,Both Sexes,Orthodox,Census - de jure - complete tabulation,"Final figure, complete",2011,58449,
Finland,2010,Total,Both Sexes,Other Lutheran Churches,Census - de jure - complete tabulation,"Final figure, complete",2011,7573,
Finland,2010,Total,Both Sexes,Other Orthodox Churches,Census - de jure - complete tabulation,"Final figure, complete",2011,2402,
