country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,
Algeria,DZA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75901205860577,7.4923157379896,7.62098351300265,7.6105785543132,7.99170900327775,8.11726478339334,8.88684562926068,8.919032843676,9.15954387043012,8.98292769795444,9.3862931660236,9.86066510125789,9.88958345586891,10.1610596624604,10.749902887516,11.2734929049324,11.0292170035248,11.0326304662513,11.3783767956098,10.6545406708582,11.3589828184204,11.4377357580382,10.9631237530375,11.0752824325676,10.7846775038301,,,,,
East Asia & Pacific (excluding high income),EAP,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09276171836839,2.34629244325843,2.55032440984788,2.71649619324407,2.93734285935809,3.05436802184033,3.26987350658994,3.5134277293638,3.58085861613653,3.75405752932341,3.96323448272735,4.16397670557384,4.28047380354149,4.2352186202164,4.21203688121758,4.36068880972281,4.60175662154449,4.92743205606957,5.26695378265397,5.37081189925635,5.42952933416907,5.66549247096126,5.97152303866891,6.28635904142753,6.68455156156695,,,,,
Early-demographic dividend,EAR,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51141497755515,4.68744708309966,4.85887076987364,5.04916485565687,5.13186382831734,5.22011209440593,5.455595608599,5.58212669351318,5.6113485202016,5.61648907719791,5.88003985801839,5.99704051286889,6.0364454529699,6.3012024298281,6.57567107200542,6.92720180915689,7.2752653793456,7.66706533856954,7.81381733584143,7.77249549058434,8.08529740495728,8.53751376307486,8.67160917040366,9.12528557874203,9.42959689737219,,,,,
East Asia & Pacific,EAS,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22919813455561,3.50950978803483,3.64368885893352,3.73536199330529,3.87717803881212,3.98107780704783,4.15882496909722,4.34402711381195,4.41962438839336,4.54138520208302,4.74934696827961,4.93408781955041,5.0552609951193,5.0344131243313,5.03803692020457,5.21898578875294,5.45393288948672,5.75752162746366,6.05034992707163,6.09874488070209,6.12515062444236,6.38862544417205,6.69707537662357,7.01296084721911,7.37937998756146,,,,,
Europe & Central Asia (excluding high income),ECA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60082747918679,1.59382619061088,1.61068767192197,1.65893857122731,1.70125284686219,1.75231323075195,1.80269523801595,1.94374764900343,1.99700025901596,2.04869088779011,2.25566644232918,2.37940236764263,2.51697551709135,2.66928737186909,2.95698174181117,3.31784364741055,3.84259775518396,4.23731947105247,4.81035874512583,5.04497059442545,5.06193645625397,5.52246345052356,5.77349050546347,6.15101278600746,6.56251996294433,,,,,
Europe & Central Asia,ECS,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.137902801044,3.23437354125511,3.42360108592612,3.56356123656555,3.83348548112875,3.94768805469776,4.03471968185614,4.29722788814343,4.46822739597389,4.64623390607165,4.96177086592926,5.13337240723915,5.37882044192566,5.43864293282018,5.72443692577588,6.03564134355623,6.59249277044638,7.12530177899098,7.60216895338485,7.91396853031846,7.8659713449342,8.47785855123737,8.71385574120137,9.1677118256168,9.8551897220562,,,,,
Ecuador,ECU,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.82703553711875,8.02901555550399,8.28229861018641,9.27337268474061,9.22718989317566,8.2259321991829,8.09068655538672,8.27087343031667,8.40590078079433,9.02805433887863,8.42126878643122,8.43553907954838,9.14039086799912,9.42349148505331,10.8431163168752,11.2813235353249,12.080774694787,11.2054579789106,13.1883492207001,11.2196186949038,11.6246618078774,12.0887570566953,13.1839649506366,13.0671952269006,12.9185884220571,,,,,
"Egypt, Arab Rep.",EGY,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66158849227969,6.9604740700124,7.24813829752393,7.36301562474207,8.12755074577922,8.16516496485608,8.22458529683903,8.4743538885085,8.4437360730022,8.88574125562648,10.1271744978435,9.54134663163834,9.62037437857591,9.7406554651957,9.63264413483054,8.90596908623815,9.27805583934277,9.52489772569531,10.0165799866708,10.3252032170108,11.1966072206798,11.0839176641573,11.2335838335812,12.1849953104398,12.8111214330413,,,,,
Euro area,EMU,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02104709869822,5.22256465535192,5.41754205301983,5.5254375569746,5.77332834921894,5.79260368579665,5.79774924089324,6.05889016271873,6.24990694018557,6.51344265883103,6.85226440154606,7.01058504229619,7.32056398777744,7.31709873291079,7.53741768923413,7.82918160941054,8.47325167040728,9.16568901828729,9.58928760751251,9.93150429615338,9.87999353267524,10.7441332326282,10.9818216421884,11.459749311686,12.2402530362546,12.4283553642271,,,,
Eritrea,ERI,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70976021850552,2.99774342534724,3.5981342231766,3.59824312642072,3.81386483725614,4.21304549020341,6.66973412914382,6.52638408898842,6.40408152441602,6.79286652621344,7.04409696901318,6.52200022316125,7.32404150870824,7.55966275385727,8.46631235597917,8.53797726959109,8.34683008650072,8.16334688403969,8.22321738408381,8.89785251703151,,,,,,,,
Spain,ESP,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88024298625821,6.00994829380663,6.09074507035727,6.43369751411497,6.37406035726979,6.39251737944084,6.79541486748166,6.78224132743513,6.90412820247927,6.91705458631217,7.16898054642826,7.48502609994654,7.83914248740385,7.93606943074101,8.08400209887903,8.52017246026851,9.64761573132137,10.2505387711892,11.0574726240884,11.7457016321046,11.6385535105455,11.9226893965325,11.9209346785347,12.9787146002137,13.6773044292645,13.6225813168679,,,,
Estonia,EST,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73376724002217,1.68810595832908,1.95518059589161,2.26392629544318,2.41662510363787,2.79172677648688,2.9091449725646,3.39325163279886,3.43985332175752,3.70356081626633,4.29393047336773,5.1014045500054,5.1758036690081,5.52051966145288,5.61865513237471,5.1108300641806,5.79156108460191,6.23384081890456,5.94723652876674,6.3066836955783,6.99991919984509,,,,
Ethiopia,ETH,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.887077635936605,0.823390894649946,0.750822281064209,0.834712910316319,0.846862500372377,0.884837785716122,0.979628785466168,0.999139451452064,0.946441899673499,0.982116434464383,1.03300787875075,1.10184049645842,1.10345804143572,1.0657554335315,1.20689402369631,1.35800148726049,1.50512473137471,1.67024159068767,1.83103548524336,1.95293193279834,2.16278541335883,2.3745691709617,2.55594183718126,2.77908658261632,3.02985329874605,,,,,
European Union,EUU,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50329021037941,4.65621368248125,4.85819947352039,4.96407775300945,5.22490797041043,5.30117942331041,5.32746756317265,5.61902116787053,5.83969912308555,6.12411392405155,6.50474408551947,6.67849860994097,7.00778050822216,7.04960751736034,7.3435207310699,7.61297545903116,8.23377780494173,8.91490833727723,9.39709736776834,9.76503828003594,9.72653604445255,10.5654481269589,10.844384372574,11.3801389840919,12.1981294639729,12.4876031418148,,,,
Fragile and conflict affected situations,FCS,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93407895857839,3.16604852336406,3.1082215883738,3.17173624746221,3.12145687696608,3.2802730697898,3.52679071124156,3.63936150732172,4.6183633111688,5.25874475592242,5.3431342571372,5.36999184690639,5.34448696275405,5.07525695959258,5.84894320889955,6.27818516619142,6.89105963730998,7.43636714929308,7.66930115273685,7.545272436578,7.72708706055691,7.39539043835147,8.02703186700177,7.98153310831389,,,,,,
Finland,FIN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18883096736591,3.05728680990147,3.20817404149126,3.10789215880185,3.08966083965192,3.45430370720892,3.30427554804656,3.46962163134664,3.72801768632647,3.94156766878784,4.27212570419828,4.33196382562383,4.24564547572447,4.0956308374936,4.36142711717472,4.8755407614267,4.8317961723102,5.40555298307608,5.99315470013046,6.0351323083025,5.67266661174981,6.22297104084156,6.47253959730594,6.75146847641003,6.67436254597976,7.12626070132723,,,,
Fiji,FJI,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74629303938209,,,,,,,,,,,,,,7.8634930016511,9.40833928993591,10.2081801079632,11.0874357702037,,,,,,,,,,,,
France,FRA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58173880770891,4.52857374062765,4.78802596197999,4.7915503561927,5.20635932829718,5.21065597210613,5.08870181760598,5.49274778781901,5.62648267746767,5.89483301146199,6.30985216430364,6.47703966132089,6.75046786273692,6.58904107562086,6.74936640508213,7.1139396935948,7.74315504447973,8.28286560464967,8.53777682127185,8.86305078384577,8.93736731904494,9.7322409175987,9.82082208316772,10.3100305047723,10.9710477257978,11.0673656148852,,,,
Faroe Islands,FRO,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1995341819638,10.8354655349824,10.0471848479265,10.1045431758919,12.0749520080145,11.8013736805015,11.9593342767903,12.7068679873036,12.500188824404,11.8637816999409,11.8458730617246,11.5180301636078,9.6682828392707,8.56489061291596,7.63098678313739,6.99364555738201,6.22597478641426,6.08479136729619,5.45783832180119,5.03356732621876,4.85459635557599,6.59106710281366,7.9785101048299,5.87410604721481,6.51333336322204,,,,,
United Kingdom,GBR,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64223022788205,4.59087455158358,4.72996040611152,4.91453190159403,5.17403018310067,5.48001785625439,5.60850578628715,6.10504869487347,6.20926537333829,6.39777402274548,6.93524548633926,7.26892091319848,7.8358555094432,8.07323491073976,8.60431801910069,8.81418538986269,9.60160539526597,10.2879837982261,10.8348345066701,11.0533935664263,11.147309697538,12.3884550294256,12.4591043439828,13.2226517155258,14.7172381997693,15.2110067504447,,,,
Georgia,GEO,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00415993794628,2.01854034840128,1.32082790673758,1.08859539036133,1.61695455404026,2.12996926395923,2.39853748563083,3.07252611868476,3.46536188335998,3.95011095904071,3.98847074171942,4.76833603654219,5.162056074521,5.49110651354917,5.8043077998018,6.42044476868236,6.78186298840968,7.11310474203096,8.2592839267226,7.78281643143249,8.29383466225051,7.99744394188894,8.29144911194523,8.29331311440765,7.84898855746247,,,,,
Ghana,GHA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.443960251742,3.62246481303752,3.71601551712103,3.80658357127896,3.85966956716451,3.91967864138519,4.03575481755772,4.09324469739719,4.10030972515574,4.18120877118568,5.42435113588771,5.72830440299979,6.11772388154267,6.92813631092971,7.5174872157047,8.28150217435262,8.52116114097224,9.12967010300375,10.1582174558756,9.90879717515667,9.9173927694391,10.8171891803627,11.1332415143107,11.6197392769313,12.0731096528197,,,,,
Gibraltar,GIB,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5039453437659,,,,,,,,,,,,,,17.8842314500975,18.2676575232539,18.0303490840677,16.4459724274473,,,,,,,,,,,,
Guinea-Bissau,GNB,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8523858308443,,,,,,,,,,,,,,17.8072467587424,18.9252098430519,19.283262246186,19.3711934676271,,,,,,,,,,,,
Equatorial Guinea,GNQ,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0758458780736,16.9482094137495,15.6282558863504,15.8080391312547,,,,,,,,,,,,
Greece,GRC,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32101252301302,6.68255766152145,6.71719770332817,6.85253954010297,6.9454361266429,7.17639160828947,7.31119381123154,7.51669584889181,7.54605797620946,7.72556147108148,7.7868812094697,8.13136105263322,8.70597653454445,8.95202517905062,9.38136824010002,9.29060966000139,10.3986098566342,10.7109831592216,11.2387854107313,11.4601066428305,11.3405212126268,10.8570994975138,10.5210317404202,12.263976058203,12.636415027498,12.3288949661111,,,,
Grenada,GRD,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6525619547393,,,,,,,,,,,,,,12.6221545200821,13.8097676589021,13.3223393480071,14.5179157604187,,,,,,,,,,,,
Greenland,GRL,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.95138747269221,7.2447139276786,7.36516500207095,7.86175669401406,7.92707101908927,8.02175627644928,8.18240984990774,8.30179703762951,8.1053961695545,7.77330695184687,7.99377420456674,8.18805209886447,8.56980802352344,8.60949223621994,8.85530481149914,9.37834165715749,10.0251985034232,10.1851383583687,11.1897683382611,9.87454059454031,9.43846052422042,9.38696021375844,9.6977713409294,9.40650793628992,9.09844355782778,,,,,
Guam,GUM,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62984318177304,,,,,,,,,,,,,,6.49178875308817,6.35125651599976,6.81032127275373,7.48416758921435,,,,,,,,,,,,
High income,HIC,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01641693905409,4.15050238905888,4.27927405257855,4.367237585169,4.51886716137349,4.64740834708007,4.73938443302623,4.94568541778105,5.11643435060119,5.259590736636,5.49950224673037,5.70359351386384,5.87870468469913,6.03526883827561,6.27494528530846,6.60140289703075,7.05022335520855,7.39897200190003,7.69891599359827,7.87354907787236,7.90913783030731,8.43723278029533,8.74836164803013,9.07728319236174,9.41225544901055,9.79787507371419,,,,
"Hong Kong SAR, China",HKG,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5874122381672,12.2063610304435,11.1629108099867,12.2412773053932,13.1307439694625,13.7805061818428,14.8446193727672,16.5003291039262,12.0287613662928,10.202002304587,13.2751852253903,13.0889235770609,14.5645926446922,14.8608827418592,17.6618855961169,19.767710182336,20.667863197229,21.0339478069649,22.336208222095,20.855211834189,24.2074561814111,23.9965884645955,25.740262455139,27.5998605998075,28.3086498915421,,,,,
Honduras,HND,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33459596689597,4.29483442291516,4.46770072465475,4.76552669780807,4.69860385702989,4.79129519679398,4.95033648307658,4.82194709651184,4.70474033897376,5.38849183120633,5.77759849386511,5.62387794673443,5.69686587396251,5.58085194394596,5.64852065431343,5.90969389529282,6.67744097686056,6.20038847681714,6.64273330843233,6.81567619080386,6.98437562351544,6.67779733135017,6.99792448556686,7.21399770869921,7.35554361095125,,,,,
Heavily indebted poor countries (HIPC),HPC,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26749431587353,3.39412952563577,3.4166658739642,3.54700084322469,3.69705370684432,3.89502641506061,4.10600333482074,4.41255190718301,4.61950160331751,4.68922329868711,4.82626667214458,4.9380611517813,5.02742162548678,5.24004088083471,,,,,,
Croatia,HRV,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.698487808343,4.89794585337591,5.02188202131661,5.02288164539272,5.09649808943645,5.67616837555576,5.76352724490395,6.08787485121307,6.06615116268686,6.50393178709025,6.76127685920063,7.74507556545387,8.26845164124118,9.1388605317353,9.07739040391965,9.05107863338042,9.69828391408265,10.4696565307544,10.9922260609292,11.632762691818,,,,,
Haiti,HTI,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18614391638405,6.52432468994138,6.08472974704484,6.09614422139279,5.96834149754199,5.68116401913277,5.24856359172481,5.20400985964382,5.37340718524919,5.52516707811048,5.88624746939867,5.82601627573324,5.25083333413219,5.58856556415088,5.36794236484518,3.78481912667625,3.87221384249398,3.92172035122022,3.98052157586133,4.07552456227717,3.87518517664935,4.03303280934431,4.0811322796774,4.30127551912619,4.44638641246004,,,,,
Hungary,HUN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14470286792538,3.40187869400151,3.38496980887853,3.67472820333844,3.6661382579997,3.63024751071762,3.88651967955356,4.16094262750061,4.37415070168389,4.85183478301149,5.26569502111645,5.7732960109843,5.99498261807975,6.2984578864743,6.25467814569479,6.74390620726614,7.15946999465062,7.84279491719377,8.3337022993907,8.38275399532782,9.1353098511741,9.76281931993698,10.7679157254232,11.0253900535672,10.8339510137585,,,,
IBRD only,IBD,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69545103626298,2.82362369709569,2.99697174628586,3.19182899982171,3.40844323977615,3.51864751093285,3.71075057858947,3.92754408007123,4.07676808235585,4.20816575761981,4.44923808548771,4.605739588953,4.72733507429315,4.78404478665851,4.94315521474829,5.18435945569967,5.53252352087819,5.89652095661622,6.22234881349056,6.32065072450551,6.42128011460879,6.71603956198444,6.96060685697255,7.28025210865385,7.6105199076537,,,,,
IDA & IBRD total,IBT,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71942941040038,2.84152016839858,3.00961352927175,3.19152346064161,3.39674841343284,3.5058354786779,3.69078849911423,3.89535950963094,4.03327387436555,4.1555817002633,4.39221813262999,4.54621688031903,4.67249786655294,4.74084796110153,4.91446647607656,5.16549761042762,5.51285037633424,5.87387962474772,6.19221976678242,6.30765047401241,6.41634775163335,6.70008113538958,6.94287705201195,7.26826504218068,7.62280984792212,,,,,
IDA total,IDA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99524829971431,3.04260941462574,3.14744605974849,3.18822963774837,3.27306699569067,3.37070019067551,3.48305097990394,3.56571552821002,3.60291396650783,3.64022020802065,3.83300583773051,3.96654691506252,4.13655722849286,4.30332568290155,4.61487901318586,4.96232632542047,5.29492973534976,5.61850839251172,5.84602404362284,6.15548851668253,6.35659327109634,6.50625707064037,6.72854306880384,7.12329223235583,7.78708529047381,,,,,
IDA blend,IDB,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0268775966696,3.0536361813183,3.17933514877659,3.15615546753479,3.26722874493298,3.36282794202728,3.46096851017947,3.51416342573493,3.5297586990291,3.53513386926107,3.68643086788392,3.80772314862379,4.03929577057651,4.20342661756011,4.54574480185301,4.91528881915173,5.25039681938163,5.55136302192153,5.74408841243329,6.18398206079573,6.36023557089164,6.50183493571556,6.69214781217531,7.22182213719134,8.42825932849254,,,,,
Indonesia,IDN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52050471957519,5.81675750644256,6.07809646807142,6.03280858090907,6.61745685559461,6.62916406304186,7.0235595091713,7.23724336001905,6.50013140809469,6.34456815307421,6.27865652130461,6.49748205189636,6.65031640984813,7.07753391683056,7.1608642381961,7.66848661109416,8.14362638581988,8.93507367368312,9.46929744852967,9.23536153085481,9.44559487852952,10.6280512913985,11.0699203325508,11.58770688846,11.9583394922572,,,,,
IDA only,IDX,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95081474166352,3.0265877964172,3.10097594241723,3.23613684581753,3.28154974557512,3.38185580628137,3.514429397851,3.63858526366489,3.70656915758377,3.78918547575154,4.03950977044136,4.18761532475048,4.27030854887047,4.44027067167807,4.70834621123717,5.02500368943717,5.35365462654715,5.70644254914552,5.97866693400814,6.12012113561658,6.35206481355238,6.51179980152894,6.77366617551613,7.00707825152388,7.13175372724931,,,,,
Isle of Man,IMN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53258177807238,3.54234800549205,3.68698535077525,3.86122839784503,4.05075535972489,4.20724379026503,4.47089310312671,4.55160439236833,4.77292966581433,4.98295858607723,5.16835365176876,5.45826834280622,5.58848782521054,5.9961019393207,6.3097610622677,6.75713523577985,7.14721855524054,7.4788792370951,7.49121176627579,7.39291999010327,7.76306909517664,8.00105140150066,8.19418835143295,8.67009010026799,8.92710927147997,,,,,
Not classified,INX,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87101703852445,5.09007690814969,5.44487481572829,5.61750604922783,5.78104045455673,6.41534994726665,6.55892572300593,6.94995776202558,7.33254044678303,7.61634003173042,8.32090756331467,8.76423049131402,9.61731647783703,10.3091883425208,10.8679792387943,11.5416371335287,12.9097314097377,13.6883171100748,13.4442262004704,13.2150682593264,13.7357133235141,15.654261230611,16.2129397904515,17.015128312923,18.6272412298797,24.4890376983808,,,,
"Iran, Islamic Rep.",IRN,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9957039260367,6.28382223880842,6.27860684713334,6.03172001659864,5.46519940415116,5.45301638162467,6.05458294991756,5.52984870729954,5.61065130254967,5.060284809653,5.61886445125914,5.33371022944193,5.6188874896668,6.02189334834412,5.91861926019785,5.67463057183941,5.87352320112822,6.16527563786298,5.87970026856514,5.99570302004536,6.41550314087329,6.59268924158168,5.9769074229688,5.95418675041689,5.9148650233483,,,,,
Iraq,IRQ,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51643345817414,3.04255969258116,2.77706837018493,2.8457154693068,2.66412766406963,2.89158206404276,3.26510281505281,3.38428104619006,6.46923177749276,9.98524763009492,8.79479618447835,8.22463419629076,8.17965822286351,6.06587154719595,9.33094534670954,9.9199161213397,11.9316673349214,12.2068114919893,12.4337659635383,10.8068230881002,10.2162181704914,10.2519897526417,10.6530011849513,10.8383579223543,11.0926978781243,,,,,
Iceland,ISL,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46799506427235,2.7830526618968,2.82079468836477,2.72249201234953,2.84100066814067,2.90141248771566,2.8011957645957,3.13491626410169,3.17465162192841,2.9410514200786,2.6786657031993,3.00063835869513,3.01018988936073,3.039638410189,3.38343037037477,3.5376370210791,3.07004331908802,2.79127553489587,2.64881984051739,2.47798287101407,2.32488887920147,2.24518882904523,2.37811525713394,2.4291569353762,2.55160675071439,2.78782525079767,,,,
